SERIES,NMFS_POPID,Region,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,YEAR,NUMBER_OF_SPAWNERS,FRACWILD,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,METHOD
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2017,479.0,0.91,-99.0,0.3,0.514,0.186,0.0,-99.0,-99.0,Survey
ICSRSSchinookModel,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2018,346.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Model
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2018,568.0,0.99,-99.0,0.037,0.953,0.009,0.0,-99.0,-99.0,Survey
ICSRSSchinookModel,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2019,200.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Model
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,1997,271.0,0.84,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,1998,229.0,0.92,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,1999,140.0,0.97,-99.0,0.094,0.844,0.062,0.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2001,1527.0,0.95,-99.0,0.021,0.842,0.137,0.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2002,1083.0,0.93,-99.0,0.013,0.795,0.192,0.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2003,1097.0,1.0,-99.0,0.028,0.306,0.639,0.028,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2004,903.0,0.98,-99.0,0.013,0.909,0.065,0.013,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2005,333.0,0.99,-99.0,0.029,0.562,0.409,0.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,90,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,Secesh River,Secesh R.,3.3,CHINOOK SALMON,SUMMER,Secesh River,2008,914.0,0.93,-99.0,0.045,0.821,0.133,0.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2001,1568.0,0.63,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2002,1392.0,0.64,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2003,2464.0,0.73,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2004,1231.0,0.71,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2005,900.0,0.61,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1957,6310.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1958,2785.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1959,3014.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1960,5289.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1961,2443.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1962,3670.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1963,2441.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1964,2596.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1965,1515.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1966,2263.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1992,1582.0,0.37,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1993,2169.0,0.56,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1994,552.0,0.67,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1995,224.0,0.55,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1996,367.0,0.74,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1997,1256.0,0.34,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1998,1194.0,0.58,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1999,639.0,0.76,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2000,1307.0,0.47,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1967,2083.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1968,1189.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1969,1469.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1970,1217.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1971,972.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1972,1309.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1973,1353.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1974,503.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1975,549.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1976,556.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1977,522.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1978,579.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1979,265.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1980,267.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1981,291.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1982,256.0,0.96,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2006,1408.0,0.45,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2007,1015.0,0.66,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2008,1337.0,0.52,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2009,1060.0,0.57,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2010,1884.0,0.79,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2011,1732.0,0.76,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2012,1078.0,0.77,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2013,586.0,0.72,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2014,1127.0,0.82,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2015,854.0,0.39,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2016,1055.0,0.33,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2017,415.0,0.31,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2018,374.0,0.29,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1983,427.0,0.93,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1984,381.0,0.79,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1985,746.0,0.63,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1986,667.0,0.83,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1987,1737.0,0.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1988,1658.0,0.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1989,501.0,0.87,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1990,891.0,0.82,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,1991,907.0,0.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,91,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,South Fork Salmon River,SF Salmon R. Mainstem,3.2,CHINOOK SALMON,SUMMER,South Fork Salmon River Mainstem,2019,217.0,0.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,2005,28.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,1972,239.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,2007,56.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,2008,71.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,2009,49.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
ICSRSSchinookSurvey2020,92,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Middle Fork Salmon,Sulphur Creek,Sulphur Ck.,4.7,CHINOOK SALMON,SPRING,Sulphur Creek,2010,112.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
