REGION,SITE NAME,SITE_NUMBER,DAILY_MEAN_WATER_TEMP,DATE,YEAR,RUN_TIMING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.5,2021-04-07,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.6,2021-04-08,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.7,2021-04-09,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.5,2021-04-10,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.6,2021-04-11,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.2,2021-04-12,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.5,2021-04-13,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.9,2021-04-14,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.4,2021-04-15,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.3,2021-04-16,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.0,2021-04-17,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.5,2021-04-18,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.4,2021-04-19,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.3,2021-04-20,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.0,2021-04-21,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.0,2021-04-22,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.6,2021-04-23,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.1,2021-04-24,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.5,2021-04-25,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.7,2021-04-26,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.2,2021-04-27,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.1,2021-04-28,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.8,2021-04-29,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.8,2021-04-30,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.9,2021-05-01,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.2,2021-05-02,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.3,2021-05-03,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.4,2021-05-04,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.1,2021-05-05,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.7,2021-05-06,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.9,2021-05-07,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.5,2021-05-08,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.2,2021-05-09,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.5,2021-05-10,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.3,2021-05-11,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.8,2021-05-12,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.4,2021-05-13,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.7,2021-05-14,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.6,2021-05-15,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.9,2021-05-16,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.4,2021-05-17,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.8,2021-05-18,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.7,2021-05-19,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.9,2021-05-20,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.9,2021-05-21,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.5,2021-05-22,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.7,2021-05-23,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.8,2021-05-24,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.8,2021-05-25,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.2,2021-05-26,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.2,2021-05-27,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.1,2021-05-28,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.2,2021-05-29,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.0,2021-05-30,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.6,2021-05-31,2021,SPRING
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.3,2021-06-01,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.9,2021-06-02,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.7,2021-06-03,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.2,2021-06-04,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.7,2021-06-05,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.4,2021-06-06,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.4,2021-06-07,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.7,2021-06-08,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.3,2021-06-09,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.1,2021-06-10,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.0,2021-06-11,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.2,2021-06-12,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.6,2021-06-13,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.3,2021-06-14,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.4,2021-06-15,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.9,2021-06-16,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.9,2021-06-17,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.2,2021-06-18,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.0,2021-06-19,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-06-20,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-06-21,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-06-22,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.6,2021-06-23,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-06-24,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-06-25,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-06-26,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-06-27,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-06-28,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.5,2021-06-29,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.0,2021-06-30,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.3,2021-07-01,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.9,2021-07-02,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-07-03,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-07-04,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-07-05,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.9,2021-07-06,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.4,2021-07-07,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.6,2021-07-08,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.3,2021-07-09,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-07-10,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-07-11,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-07-12,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.5,2021-07-13,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-07-14,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-07-15,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-07-16,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-07-17,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-07-18,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-07-19,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-07-20,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.6,2021-07-21,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.3,2021-07-22,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-07-23,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-07-24,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.9,2021-07-25,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.9,2021-07-26,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-07-27,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.5,2021-07-28,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.8,2021-07-29,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.0,2021-07-30,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-07-31,2021,SUMMER
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-08-01,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,20.1,2021-08-02,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.9,2021-08-03,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,20.0,2021-08-04,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.9,2021-08-05,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-08-06,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,20.4,2021-08-07,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,20.0,2021-08-08,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.4,2021-08-09,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.8,2021-08-10,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.8,2021-08-11,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.5,2021-08-12,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-08-13,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-08-14,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.9,2021-08-15,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,20.0,2021-08-16,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-08-17,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.9,2021-08-18,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.7,2021-08-19,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.5,2021-08-20,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-08-21,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.9,2021-08-22,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.7,2021-08-23,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.7,2021-08-24,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-08-25,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.5,2021-08-26,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.9,2021-08-27,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.3,2021-08-28,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.7,2021-08-29,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-08-30,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-08-31,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.4,2021-09-01,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.5,2021-09-02,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.2,2021-09-03,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.2,2021-09-04,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-09-05,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-09-06,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.8,2021-09-07,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.2,2021-09-08,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,19.1,2021-09-09,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.4,2021-09-10,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.2,2021-09-11,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.7,2021-09-12,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.4,2021-09-13,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.3,2021-09-14,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.6,2021-09-15,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.4,2021-09-16,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.3,2021-09-17,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.9,2021-09-18,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.2,2021-09-19,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.3,2021-09-20,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.8,2021-09-21,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.0,2021-09-22,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.8,2021-09-23,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.1,2021-09-24,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.4,2021-09-25,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,18.3,2021-09-26,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,17.8,2021-09-27,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.7,2021-09-28,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.7,2021-09-29,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.9,2021-09-30,2021,LATE FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.9,2021-10-01,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.4,2021-10-02,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.4,2021-10-03,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.3,2021-10-04,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,16.0,2021-10-05,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,15.2,2021-10-06,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.3,2021-10-07,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.6,2021-10-08,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.1,2021-10-09,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.8,2021-10-10,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.3,2021-10-11,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.5,2021-10-12,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.1,2021-10-13,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.3,2021-10-14,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.4,2021-10-15,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.5,2021-10-16,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.3,2021-10-17,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,14.2,2021-10-18,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.7,2021-10-19,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.8,2021-10-20,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.6,2021-10-21,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.7,2021-10-22,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.1,2021-10-23,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.0,2021-10-24,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.5,2021-10-25,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.8,2021-10-26,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.2,2021-10-27,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.9,2021-10-28,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.9,2021-10-29,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.2,2021-10-30,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.1,2021-10-31,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.9,2021-11-01,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.2,2021-11-02,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.4,2021-11-03,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,13.5,2021-11-04,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.9,2021-11-05,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.0,2021-11-06,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.0,2021-11-07,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.5,2021-11-08,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.1,2021-11-09,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.9,2021-11-10,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.4,2021-11-11,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.8,2021-11-12,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.0,2021-11-13,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,12.1,2021-11-14,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.8,2021-11-15,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,11.0,2021-11-16,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.8,2021-11-17,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.6,2021-11-18,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,10.4,2021-11-19,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.9,2021-11-20,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.2,2021-11-21,2021,FALL
Willamette/Lower Columbia,"Willamette River at Owosso Bridge at Eugene, OR",14158100,9.0,2021-11-22,2021,FALL
